375.89478	4491
375.9386	4409
375.98239	4399
376.02618	4410
376.06998	4428
376.11377	4505
376.15756	4451
376.20132	4480
376.24509	4387
376.28885	4425
376.33261	4442
376.37637	4428
376.42014	4477
376.46387	4478
376.5076	4494
376.55133	4440
376.59506	4462
376.63876	4444
376.6825	4452
376.7262	4408
376.7699	4478
376.8136	4459
376.8573	4463
376.90097	4490
376.94467	4459
376.98834	4443
377.03201	4449
377.07568	4359
377.11932	4443
377.16299	4463
377.20663	4472
377.25027	4531
377.29391	4509
377.33755	4478
377.3812	4521
377.4248	4486
377.46841	4521
377.51202	4473
377.55563	4523
377.59924	4480
377.64282	4522
377.68643	4512
377.73001	4556
377.77359	4510
377.81714	4627
377.86072	4573
377.90427	4528
377.94785	4493
377.99139	4511
378.03494	4548
378.07846	4516
378.12201	4509
378.16553	4529
378.20905	4575
378.25256	4543
378.29608	4519
378.3396	4591
378.38309	4526
378.42657	4550
378.47006	4574
378.51355	4505
378.55704	4565
378.60052	4518
378.64398	4663
378.68744	4607
378.7309	4628
378.77435	4620
378.81778	4612
378.86124	4559
378.90466	4561
378.94809	4640
378.99152	4645
379.03494	4649
379.07837	4679
379.12177	4706
379.16516	4629
379.20856	4610
379.25195	4606
379.29535	4628
379.33871	4578
379.38208	4640
379.42545	4650
379.46881	4633
379.51218	4726
379.55554	4636
379.59888	4598
379.64221	4607
379.68555	4609
379.72888	4620
379.77222	4595
379.81552	4665
379.85886	4700
379.90216	4692
379.94547	4664
379.98877	4606
380.03204	4709
380.07535	4688
380.11862	4660
380.1619	4689
380.20517	4691
380.24841	4689
380.29169	4669
380.33493	4700
380.37817	4666
380.42142	4695
380.46466	4744
380.5079	4740
380.55112	4693
380.59433	4706
380.63757	4697
380.68076	4736
380.72397	4706
380.76718	4666
380.81036	4689
380.85355	4715
380.89673	4689
380.93991	4649
380.98309	4705
381.02625	4739
381.0694	4778
381.11255	4708
381.1557	4729
381.19885	4660
381.242		4684
381.28513	4644
381.32825	4760
381.37137	4784
381.41449	4718
381.45761	4711
381.5007	4807
381.54379	4751
381.58688	4796
381.62997	4682
381.67307	4736
381.71616	4660
381.75922	4695
381.80228	4737
381.84534	4698
381.8884	4722
381.93146	4727
381.97449	4778
382.01755	4686
382.06058	4751
382.10361	4771
382.14661	4739
382.18964	4668
382.23264	4716
382.27567	4759
382.31866	4786
382.36166	4696
382.40463	4736
382.44763	4727
382.4906	4704
382.53357	4704
382.57654	4754
382.61951	4737
382.66248	4722
382.70541	4741
382.74835	4712
382.79129	4684
382.83423	4696
382.87717	4828
382.92007	4706
382.96301	4760
383.00592	4808
383.04883	4770
383.09174	4736
383.13461	4768
383.17752	4746
383.2204	4754
383.26328	4693
383.30615	4788
383.34903	4754
383.39188	4765
383.43472	4769
383.4776	4775
383.52045	4727
383.56326	4730
383.60611	4789
383.64893	4721
383.69177	4719
383.73459	4718
383.7774	4791
383.82019	4727
383.86301	4749
383.90579	4765
383.94861	4739
383.99139	4818
384.03415	4817
384.07693	4794
384.11969	4780
384.16248	4803
384.20523	4749
384.24799	4743
384.29071	4823
384.33347	4694
384.37619	4803
384.41895	4760
384.46167	4800
384.50436	4799
384.54709	4801
384.58981	4828
384.63251	4756
384.6752	4828
384.7179	4680
384.76059	4778
384.80325	4815
384.84595	4781
