372.11 	   3.80673520
374.11 	   3.95395280
376.11 	   4.10456198
378.11 	   4.25856421
380.12 	   4.41595899
382.12 	   4.57674386
384.12 	   4.74091441
386.12 	   4.90846430
388.12 	   5.07938528
390.12 	   5.25366723
392.13 	   5.43129814
394.13 	   5.61226416
396.13 	   5.79654963
398.13 	   5.98413711
400.13 	   6.17500737
