SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 10 14:59:49 BRST 2018
User: Administrador
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: HR+C2062
Integration Time (usec): 1000000 (HR+C2062)
Spectra Averaged: 25 (HR+C2062)
Boxcar Smoothing: 0 (HR+C2062)
Correct for Electrical Dark: Yes (HR+C2062)
Strobe/Lamp Enabled: No (HR+C2062)
Correct for Detector Non-linearity: No (HR+C2062)
Correct for Stray Light: No (HR+C2062)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
296.57	-38.22
296.62	-38.22
296.67	-37.82
296.73	-36.30
296.78	-38.10
296.83	-34.66
296.89	-33.66
296.94	-35.94
296.99	-9.22
297.04	-2.06
297.10	-1.02
297.15	15.82
297.20	19.30
297.25	-7.22
297.31	14.38
297.36	2.98
297.41	1.86
297.46	-10.82
297.52	3.26
297.57	4.86
297.62	43.02
297.67	34.70
297.73	-0.26
297.78	3.14
297.83	-3.10
297.88	52.26
297.94	5.10
297.99	77.18
298.04	108.30
298.09	96.94
298.15	166.78
298.20	100.14
298.25	83.58
298.30	131.46
298.36	124.06
298.41	107.38
298.46	124.82
298.51	109.70
298.57	96.98
298.62	124.10
298.67	97.18
298.72	109.10
298.78	100.02
298.83	92.14
298.88	97.10
298.93	92.86
298.98	80.02
299.04	132.38
299.09	120.74
299.14	121.66
299.19	115.30
299.25	98.38
299.30	103.34
299.35	104.90
299.40	130.78
299.46	92.30
299.51	97.58
299.56	100.46
299.61	120.98
299.67	96.26
299.72	77.30
299.77	67.42
299.82	77.70
299.87	92.22
299.93	74.94
299.98	77.58
300.03	95.42
300.08	114.98
300.14	83.14
300.19	134.58
300.24	102.18
300.29	79.50
300.35	120.50
300.40	95.54
300.45	95.62
300.50	127.94
300.55	90.54
300.61	101.66
300.66	75.66
300.71	95.62
300.76	79.10
300.82	82.90
300.87	132.66
300.92	285.14
300.97	92.58
301.02	100.30
301.08	78.30
301.13	125.78
301.18	141.26
301.23	90.62
301.28	65.46
301.34	87.50
301.39	75.50
301.44	106.78
301.49	89.94
301.55	68.86
301.60	66.58
301.65	81.30
301.70	103.78
301.75	70.58
301.81	89.22
301.86	128.94
301.91	83.18
301.96	86.90
302.01	83.42
302.07	77.50
302.12	92.66
302.17	93.38
302.22	110.46
302.27	147.58
302.33	122.62
302.38	88.10
302.43	72.66
302.48	103.30
302.53	96.66
302.59	87.62
302.64	106.02
302.69	125.86
302.74	111.42
302.79	74.42
302.85	89.62
302.90	155.82
302.95	106.38
303.00	113.02
303.05	105.46
303.11	91.38
303.16	85.38
303.21	78.90
303.26	116.14
303.31	123.58
303.37	84.58
303.42	105.98
303.47	123.06
303.52	130.10
303.57	122.58
303.63	121.66
303.68	133.30
303.73	172.94
303.78	142.02
303.83	130.70
303.89	121.18
303.94	137.62
303.99	153.94
304.04	175.74
304.09	158.94
304.15	146.26
304.20	156.94
304.25	176.10
304.30	205.90
304.35	209.86
304.40	230.74
304.46	193.02
304.51	196.06
304.56	179.50
304.61	183.18
304.66	182.82
304.72	272.38
304.77	210.58
304.82	204.02
304.87	208.46
304.92	205.42
304.97	214.70
305.03	203.58
305.08	187.14
305.13	259.10
305.18	200.74
305.23	220.90
305.28	242.22
305.34	200.42
305.39	195.42
305.44	238.06
305.49	221.30
305.54	198.58
305.60	201.86
305.65	216.42
305.70	210.14
305.75	261.14
305.80	198.70
305.85	207.82
305.91	198.78
305.96	232.70
306.01	224.58
306.06	219.50
306.11	190.30
306.16	244.10
306.22	371.86
306.27	551.22
306.32	794.58
306.37	1054.46
306.42	940.46
306.47	817.10
306.53	687.30
306.58	614.70
306.63	629.22
306.68	684.62
306.73	979.66
306.78	1139.78
306.84	1005.34
306.89	830.26
306.94	697.02
306.99	700.70
307.04	663.74
307.09	489.06
307.14	458.94
307.20	596.78
307.25	506.18
307.30	357.98
307.35	292.98
307.40	434.38
307.45	465.54
307.51	347.50
307.56	276.58
307.61	325.10
307.66	364.30
307.71	464.14
307.76	433.62
307.81	521.74
307.87	505.18
307.92	475.62
307.97	705.38
308.02	728.90
308.07	559.98
308.12	777.10
308.17	858.78
308.23	597.62
308.28	646.02
308.33	809.18
308.38	550.22
308.43	521.26
308.48	793.58
308.53	869.02
308.59	642.46
308.64	726.06
308.69	780.58
308.74	894.22
308.79	538.70
308.84	492.02
308.89	801.50
308.95	1513.46
309.00	1858.22
309.05	1431.74
309.10	1253.06
309.15	1225.86
309.20	1153.58
309.25	1406.94
309.31	982.66
309.36	673.94
309.41	771.18
309.46	1097.14
309.51	1182.34
309.56	1179.74
309.61	1157.50
309.66	1092.58
309.72	724.58
309.77	545.54
309.82	854.26
309.87	1164.62
309.92	1200.90
309.97	1017.82
310.02	546.86
310.07	630.82
310.13	924.58
310.18	1096.14
310.23	1320.06
310.28	928.06
310.33	745.62
310.38	509.50
310.43	380.54
310.48	509.30
310.54	909.18
310.59	1237.42
310.64	1106.26
310.69	799.78
310.74	713.34
310.79	558.46
310.84	435.78
310.89	642.34
310.95	835.74
311.00	701.74
311.05	633.42
311.10	481.30
311.15	701.06
311.20	1130.34
311.25	943.22
311.30	732.82
311.35	645.78
311.41	473.50
311.46	558.38
311.51	518.22
311.56	394.30
311.61	474.34
311.66	684.66
311.71	988.42
311.76	1092.86
311.81	794.22
311.87	395.46
311.92	424.42
311.97	581.06
312.02	462.06
312.07	402.30
312.12	453.26
312.17	635.26
312.22	949.90
312.27	985.98
312.33	706.74
312.38	834.42
312.43	787.14
312.48	624.86
312.53	521.66
312.58	408.94
312.63	438.94
312.68	524.58
312.73	631.98
312.78	893.42
312.83	978.50
312.89	607.86
312.94	492.34
312.99	657.06
313.04	846.94
313.09	626.98
313.14	456.26
313.19	478.94
313.24	488.26
313.29	517.22
313.34	609.34
313.40	724.54
313.45	855.10
313.50	662.34
313.55	566.22
313.60	608.50
313.65	773.90
313.70	796.30
313.75	540.50
313.80	437.58
313.85	382.90
313.90	458.26
313.96	468.46
314.01	538.26
314.06	712.90
314.11	626.46
314.16	461.94
314.21	473.02
314.26	483.74
314.31	555.46
314.36	642.74
314.41	693.42
314.46	540.50
314.51	483.50
314.57	518.30
314.62	532.38
314.67	675.10
314.72	835.30
314.77	724.62
314.82	522.54
314.87	484.42
314.92	476.30
314.97	667.50
315.02	707.02
315.07	660.46
315.12	675.06
315.17	582.98
315.22	687.30
315.28	617.98
315.33	627.98
315.38	609.50
315.43	762.62
315.48	764.94
315.53	515.30
315.58	480.62
315.63	551.66
315.68	657.74
315.73	838.18
315.78	904.50
315.83	1043.58
315.88	951.06
315.93	560.14
315.99	380.34
316.04	336.10
316.09	375.02
316.14	345.38
316.19	414.30
316.24	318.54
316.29	271.90
316.34	292.50
316.39	296.22
316.44	381.70
316.49	367.42
316.54	274.14
316.59	291.98
316.64	369.62
316.69	322.02
316.74	268.66
316.79	230.86
316.85	337.10
316.90	464.86
316.95	546.18
317.00	427.74
317.05	229.70
317.10	187.74
317.15	204.50
317.20	236.22
317.25	219.54
317.30	291.98
317.35	306.02
317.40	361.22
317.45	468.62
317.50	419.34
317.55	295.74
317.60	218.18
